mes,cif_usd,var_mensual_pct
2020-07-01,922710591.39,33.04173034791042
2018-10-01,1223975355.96,30.67231709113758
2014-07-01,1310355051.57,27.605077213390672
2013-04-01,1059222815.78,26.022909445781316
2020-03-01,770357178.26,-24.41356538801136
2021-09-01,1461702213.22,24.411262299841162
2014-06-01,1026883161.85,-23.172724865883566
2025-07-01,1948658767.02,22.822498500412934
